,DAA Metcalfe Price,Wlt Metcalfe Price
2012-03-11,46.636478692974094,37.04672968682303
2012-03-12,48.930115730705,37.05099216560477
2012-03-13,49.5216181168559,38.32368032733846
2012-03-14,49.63708752607572,38.327504497176236
2012-03-15,48.71497194736601,38.3309078717869
2012-03-16,49.47083959288146,38.33524599202905
2012-03-17,49.72651431962964,38.34011155303676
2012-03-18,48.10136515279874,38.344734590519835
2012-03-19,49.179525616280614,38.34890228374095
2012-03-20,49.163121881293414,38.35360555719555
2012-03-21,49.513763814418716,38.35829162471265
2012-03-22,49.338794687031566,38.36301902115974
2012-03-23,48.29842204477812,38.366818595080225
2012-03-24,48.038624076764314,38.3724144085452
2012-03-25,48.53602799586402,38.37723343307119
2012-03-26,49.73977869714308,38.381906812776336
2012-03-27,49.005213929831804,38.386774615229825
2012-03-28,49.44170575059468,39.522139892266836
2012-03-29,50.41581663454943,39.526862738826765
2012-03-30,48.9536434090135,39.53206083331352
2012-03-31,48.338547700869555,39.537847264388525
2012-04-01,47.433193153129615,39.542719475507944
2012-04-02,48.89955488693583,39.54672583397978
2012-04-03,51.12573750816176,39.5513483759286
2012-04-04,50.010061315179826,39.556142390145155
2012-04-05,50.150057624490486,39.560262623335326
2012-04-06,49.338930212388455,39.56508215130857
2012-04-07,48.50652104887564,39.569683623665604
2012-04-08,48.094177936496,39.575070919246876
2012-04-09,49.275472633967155,39.58035250970301
2012-04-10,50.52238661099749,39.58570811523743
2012-04-11,51.3273857038617,39.59088081108649
2012-04-12,51.10887966229134,41.00542083516891
2012-04-13,49.90636817063744,41.0102985993097
2012-04-14,50.35305116969308,41.01584509151324
2012-04-15,49.81864018307519,41.02013943541103
2012-04-16,51.41136314894624,41.026195791041474
2012-04-17,51.40397010795078,41.03168269944146
2012-04-18,51.694070739544586,41.03699880268333
2012-04-19,50.70848591119998,41.04346143038242
2012-04-20,51.67970379276249,41.04984566464592
2012-04-21,50.098717291804334,41.056274578511896
2012-04-22,48.78686136279549,41.06215783290445
2012-04-23,50.58499235208192,41.06786596975213
2012-04-24,50.55113345654465,41.0737364841144
2012-04-25,50.60771199645129,41.079170810825914
2012-04-26,52.11002849823421,41.08584451202086
2012-04-27,49.980719133842044,42.590962690847
2012-04-28,49.83809713863206,42.5980431384553
2012-04-29,50.03484268298279,42.60644116750197
2012-04-30,51.60119289043451,42.61490398637008
2012-05-01,52.4469022951805,42.62300132072759
2012-05-02,52.18836423542914,42.63019461334599
2012-05-03,53.27374024679238,42.6377724069399
2012-05-04,53.748428891289564,42.64559514495555
2012-05-05,52.08527950170236,42.653764950847126
2012-05-06,53.53413364705081,42.66184306495375
2012-05-07,55.083673612056785,42.6702743587422
2012-05-08,54.03230354800869,42.67906508428765
2012-05-09,54.889119684153,42.68741404203937
2012-05-10,53.403438064601524,42.69394079167689
2012-05-11,54.64958669325444,42.70121545300505
2012-05-12,53.851534631334154,43.790908952644244
2012-05-13,52.75086941780425,43.79844401847679
2012-05-14,57.87839184380495,43.805966664846096
2012-05-15,56.020491832399465,43.81303958871504
2012-05-16,54.9285503742089,43.81965530872123
2012-05-17,53.907644347256706,43.826027048731106
2012-05-18,55.42136315210303,43.834032206673875
2012-05-19,58.064821402579284,43.84230510763434
2012-05-20,56.29906150499055,43.850009687823096
2012-05-21,57.200949050945255,43.857079961804246
2012-05-22,56.203093982264136,43.8635627173696
2012-05-23,56.58930752954365,43.870925231256315
2012-05-24,56.588379388978296,43.878038800051335
2012-05-25,57.17591919692341,43.884956715114626
2012-05-26,55.01338004809537,43.893115411614865
2012-05-27,55.6884440004695,44.88530435589341
2012-05-28,57.026675451741845,44.89389149881121
2012-05-29,58.781692829144724,44.90154896537532
2012-05-30,56.67109295968823,44.90954810168738
2012-05-31,56.40082814889429,44.91801638059011
2012-06-01,56.624526785690335,44.927393321077645
2012-06-02,53.22058072726701,44.937319954164956
2012-06-03,57.6361512358745,44.94686622544391
2012-06-04,61.356316723593224,44.95659109307436
2012-06-05,60.656706461422466,44.965864108702604
2012-06-06,55.29584887341129,44.97556743302715
2012-06-07,59.07898971164486,44.984428728844904
2012-06-08,56.804604663063905,44.99346216664541
2012-06-09,57.78030961062991,45.00447798968456
2012-06-10,58.596528765280475,45.01523507627219
2012-06-11,58.329645257805396,46.024438431273765
2012-06-12,55.32462516209572,46.035063513150575
2012-06-13,62.80361397282579,46.04533419311914
2012-06-14,63.72676612158729,46.056072172153335
2012-06-15,63.69820293680255,46.06707597792813
2012-06-16,60.676737769887325,46.07793041818051
2012-06-17,60.909408153595194,46.08940376607953
2012-06-18,59.99366207097071,46.10171713316241
2012-06-19,59.88039654973109,46.112116642833186
2012-06-20,58.62806826072038,46.12242505792008
2012-06-21,57.43565548778788,46.132139164415726
2012-06-22,57.03439150318604,46.14204120722286
2012-06-23,57.8962718812123,46.15386796195077
2012-06-24,56.94474977340312,46.16336110669038
2012-06-25,59.379885221732906,46.17457346755686
2012-06-26,59.92192446257499,47.264124242264955
2012-06-27,60.83309527132769,47.276612810744986
2012-06-28,59.04725968033924,47.28716073995686
2012-06-29,59.057907286803456,47.2984533191476
2012-06-30,58.411764448752606,47.308709030313864
2012-07-01,58.61298746291737,47.31979049483359
2012-07-02,60.247793823037256,47.33170844389207
2012-07-03,59.28238052320311,47.344316398745896
2012-07-04,58.44630611245079,47.35619485184149
2012-07-05,57.18095792935415,47.36765150506056
2012-07-06,57.738726246176284,47.38004175474091
2012-07-07,58.712777419742984,47.39337858287602
2012-07-08,56.5361442486785,47.4057326475115
2012-07-09,59.05921468121744,47.41895933377459
2012-07-10,60.636916159156094,47.4311906130249
2012-07-11,59.91169018422454,48.55126322791155
2012-07-12,59.77428519173701,48.56411406655028
2012-07-13,58.7003815905794,48.578146250569155
2012-07-14,57.83477057022935,48.59207544679449
2012-07-15,58.429367071930706,48.6042437801925
2012-07-16,60.656175553366396,48.617339128487
2012-07-17,61.89345334455872,48.632428874794954
2012-07-18,59.74708700483968,48.64609475908932
2012-07-19,60.68670173851223,48.65804956304699
2012-07-20,60.37980035650816,48.67121155031474
2012-07-21,60.567759806382895,48.68380552530292
2012-07-22,62.117096681436095,48.69771143240966
2012-07-23,62.02133260086657,48.71041729764564
2012-07-24,61.505711169255754,48.72499070979307
2012-07-25,58.777816356315576,48.73954266335849
2012-07-26,58.648913444434264,50.032733884741134
2012-07-27,59.36488923563825,50.04983851213814
2012-07-28,61.63499427698756,50.06461242453039
2012-07-29,60.690571328208485,50.08071664046911
2012-07-30,60.815304706244056,50.097876365694546
2012-07-31,67.42453363033803,50.110607665276575
2012-08-01,62.33772596014843,50.123781009119035
2012-08-02,62.835154458641526,50.140072168243414
2012-08-03,60.84873555419353,50.15614265852275
2012-08-04,61.00845285562363,50.171688789096336
2012-08-05,61.58949567860706,50.18559942917849
2012-08-06,63.179369535332384,50.199666066821734
2012-08-07,62.02349463169207,50.21621561881033
2012-08-08,65.67475759406898,50.23304564973992
2012-08-09,62.6955246744452,50.2503633687949
2012-08-10,61.869990564301276,51.23645920102709
2012-08-11,61.96580800102568,51.25431018566385
2012-08-12,62.20334910036227,51.271282583873734
2012-08-13,65.0840056748993,51.28843814530396
2012-08-14,63.67801684421604,51.3053466610099
2012-08-15,66.0493645027562,51.32341339714309
2012-08-16,68.22362247402592,51.34014809724194
2012-08-17,67.46309181615335,51.355204823825225
2012-08-18,65.95708888364543,51.371745767978965
2012-08-19,67.69578457516313,51.39177409148568
2012-08-20,65.43146268612742,51.411015796146366
2012-08-21,67.18923024060597,51.430237924600405
2012-08-22,65.0323644341698,51.44764911486511
2012-08-23,63.95896993569,51.46614535838722
2012-08-24,64.31060278464632,51.48280650961132
2012-08-25,61.69064366972478,52.722884029059415
2012-08-26,61.277716921278724,52.74403434480266
2012-08-27,62.540452839878796,52.76124225219351
2012-08-28,63.35240768208664,52.779233659439804
2012-08-29,62.37912844615423,52.7993363916623
2012-08-30,61.27737767982685,52.817843414446976
2012-08-31,66.00883208479644,52.83473411137414
2012-09-01,64.285020363038,52.85423638305104
2012-09-02,61.26683487651339,52.874187942459336
2012-09-03,60.98116795336793,52.8933692828684
2012-09-04,64.97096966483947,52.9121386384446
2012-09-05,63.77921246380864,52.934317337452946
2012-09-06,65.64494206961228,52.95548452351263
2012-09-07,64.55543951666776,52.97637297191995
2012-09-08,61.421884639465105,52.99447562057332
2012-09-09,63.33771331970996,54.11354793051275
2012-09-10,62.67329709180678,54.13309489099681
2012-09-11,65.19062955581964,54.152062910078065
2012-09-12,61.266275568027055,54.172418154465475
2012-09-13,61.8376245570914,54.189553412363566
2012-09-14,63.111305808821555,54.2109873024879
2012-09-15,60.00038533661541,54.23011496712542
2012-09-16,60.463769978129825,54.25158483616915
2012-09-17,61.59293534891171,54.27408300212132
2012-09-18,63.04101408565161,54.29654340729503
2012-09-19,64.7298229712195,54.3155817677351
2012-09-20,66.2645891121281,54.3361822208656
2012-09-21,63.395307241013455,54.35918042731501
2012-09-22,59.01902814049609,54.38063424292211
2012-09-23,59.658257592937325,54.402311053977286
2012-09-24,61.63138353164877,55.571897385072894
2012-09-25,65.8087539745998,55.59180220901418
2012-09-26,66.11758151779667,55.611920908560286
2012-09-27,64.51404778513798,55.63514525565027
2012-09-28,67.63687083540937,55.658028383156356
2012-09-29,63.11993775749627,55.682459469598555
2012-09-30,62.45545585961645,55.70567654696652
2012-10-01,63.580786194039085,55.72487448096232
2012-10-02,68.34807140142912,55.746344663146
2012-10-03,67.74279906272268,55.765971140976575
2012-10-04,67.599005810003,55.78536599152485
2012-10-05,65.56205959759951,55.80556789634078
2012-10-06,64.27896296887612,55.828675240261205
2012-10-07,65.44603267051089,55.84737480224293
2012-10-08,66.93281715300589,55.874102726726676
2012-10-09,68.32451623406668,57.28374579061686
2012-10-10,66.82012967395818,57.307232763538956
2012-10-11,64.92137783099469,57.329062698893885
2012-10-12,66.14706885706978,57.35271589021772
2012-10-13,64.36735647919265,57.37629600658506
2012-10-14,64.3463915442635,57.396598491178615
2012-10-15,66.96978008073978,57.42371304939665
2012-10-16,65.39278719509669,57.44867988130251
2012-10-17,66.7611849864174,57.471635565451436
2012-10-18,68.30969092220266,57.49710854595456
2012-10-19,66.22968731403971,57.5190898047897
2012-10-20,65.87654173323594,57.544907499095956
2012-10-21,64.73788336992685,57.571317081862595
2012-10-22,65.69737746835659,57.597169599976624
2012-10-23,65.5191895412467,57.61865033484036
2012-10-24,65.8521355195351,58.88734276164709
2012-10-25,64.66738016930248,58.91199919276521
2012-10-26,64.29407571507458,58.94055443520573
2012-10-27,61.36387987640588,58.970964106673854
2012-10-28,60.47527156926346,58.999927918909336
2012-10-29,63.87980945735154,59.027602903522805
2012-10-30,63.51966447910173,59.052740694803816
2012-10-31,62.14525749121894,59.078141037122904
2012-11-01,62.48816713783207,59.102387623262686
2012-11-02,63.03282407591786,59.12778050071742
2012-11-03,62.71671446628691,59.153795215352254
2012-11-04,62.12166336964207,59.18187062728623
2012-11-05,64.70352932437916,59.21059009565358
2012-11-06,66.63567992209555,59.23490680372419
2012-11-07,66.28451205013504,59.263283901321564
2012-11-08,64.876329252804,60.243726245198644
2012-11-09,64.62671510790211,60.272137231689086
2012-11-10,63.857812456046894,60.29914686153772
2012-11-11,62.14733181304065,60.32681369489934
2012-11-12,62.66510762065578,60.35173891032881
2012-11-13,62.93050211654605,60.37825920836755
2012-11-14,65.81245122066436,60.405437755785336
2012-11-15,67.9559918858448,60.43137040131577
2012-11-16,68.90295913165406,60.45911012344836
2012-11-17,69.96226846411172,60.485982542794844
2012-11-18,67.50420256698887,60.514100235603344
2012-11-19,66.5727850521091,60.542313688003304
2012-11-20,67.81939793821515,60.570817343020664
2012-11-21,67.5614288584761,60.60039305707583
2012-11-22,66.86531611100928,60.62850853609348
2012-11-23,65.09847243386804,61.74347846976083
2012-11-24,64.97927462604446,61.77404775140123
2012-11-25,64.9649279166584,61.803706613331116
2012-11-26,67.41053052432365,61.83571199451065
2012-11-27,65.65643058401714,61.865989144658705
2012-11-28,68.14382438000979,61.89472501309744
2012-11-29,67.03734752739219,61.91180511693278
2012-11-30,65.88819156688156,61.92468821190949
2012-12-01,64.34322238530171,61.94192898032921
2012-12-02,61.91768229955113,61.95671838518056
2012-12-03,62.98719246882126,61.971946844972024
2012-12-04,68.05854260379347,61.98356676091442
2012-12-05,68.32067959515682,61.99624118927667
2012-12-06,66.39917756760892,62.01049513587772
2012-12-07,67.52504092820472,62.02393723560431
2012-12-08,65.97836211192339,63.18931556531783
2012-12-09,65.93912411140991,63.20288579347453
2012-12-10,65.607382927308,63.21831071978303
2012-12-11,65.956080997362,63.23386910709049
2012-12-12,67.99506909183656,63.247936964798704
2012-12-13,68.82590379389852,63.26213425898959
2012-12-14,67.51821819456315,63.27363774978786
2012-12-15,65.41355263531128,63.28624249057315
2012-12-16,65.17051197186109,63.29831960666067
2012-12-17,67.5497962616761,63.312919645163085
2012-12-18,69.53463758815343,63.32655927629228
2012-12-19,68.93045844647578,63.34207756698254
2012-12-20,66.67351449229749,63.35367806665933
2012-12-21,69.04767835450355,63.3674856243648
2012-12-22,71.51457369087788,63.384278678027044
2012-12-23,67.71217151807525,67.03524046783107
2012-12-24,66.79495842510275,67.05114242940304
2012-12-25,63.40751711254341,67.06610257484009
2012-12-26,66.80177250467041,67.08471172638559
2012-12-27,65.76531411029266,67.10359605405036
2012-12-28,68.02063820229588,67.12409216180305
2012-12-29,67.76276066600057,67.14158759735881
2012-12-30,68.35032251844568,67.16179171645912
2012-12-31,66.00724008152353,67.18105780120842
2013-01-01,66.86364272729172,67.20084776455687
2013-01-02,67.67323070790451,67.21957194325412
2013-01-03,71.41079105675122,67.2394332072517
2013-01-04,69.69017665904569,67.25822479400867
2013-01-05,71.87064534093727,67.2755715847987
2013-01-06,68.28447429204883,67.2934395878092
2013-01-07,71.95508254589302,68.90055261238645
2013-01-08,72.73024924804922,68.9176233051695
2013-01-09,72.24288641298057,68.93433399260691
2013-01-10,73.78330808678051,68.95325978218364
2013-01-11,74.18762647646763,68.96834584813641
2013-01-12,70.8543643128664,68.98409805865309
2013-01-13,72.56508944345,69.001295500823
2013-01-14,69.2252541944264,69.02162977755826
2013-01-15,73.67824824613274,69.03732622946625
2013-01-16,72.58756490206143,69.0543442768869
2013-01-17,73.56071062136739,69.06878400705644
2013-01-18,73.22135756009936,69.08454538487472
2013-01-19,70.87540678979796,69.10463669382548
2013-01-20,69.49330101675534,69.12162426441438
2013-01-21,70.19000801530153,69.1388988558629
2013-01-22,71.5653285719439,71.04059639343974
2013-01-23,70.70403376037108,71.05785801392233
2013-01-24,73.9057859953181,71.07926384576113
2013-01-25,71.51344173204345,71.09809388686023
2013-01-26,72.72864078761594,71.11957111189021
2013-01-27,70.80121903876979,71.1403962423924
2013-01-28,72.57645951808188,71.16070404064426
2013-01-29,72.6204452994318,71.1825692828733
2013-01-30,69.9376452246033,71.20377995250885
2013-01-31,70.79715408103762,71.2305884489553
2013-02-01,74.72676307623472,71.25104674160403
2013-02-02,73.71551033502871,71.27237627445902
2013-02-03,73.22251708178347,71.29835612722022
2013-02-04,74.16537605246273,71.32130851350621
2013-02-05,74.41879596097174,71.3447245665664
2013-02-06,72.47620466061177,72.53791251210824
2013-02-07,74.4439006643346,72.56014584479945
2013-02-08,74.79733467265355,72.58198373380682
2013-02-09,73.35159628504478,72.6026990737393
2013-02-10,73.53644804357018,72.62606206731417
2013-02-11,72.6504850810413,72.64917662128732
2013-02-12,72.38616059160442,72.66941773330049
2013-02-13,72.23208794535388,72.69436231012422
2013-02-14,72.52948062381097,72.71642949886537
2013-02-15,71.64359120229163,72.74263737680454
2013-02-16,71.04518319884917,72.7703669158212
2013-02-17,70.71778676977954,72.79800842135266
2013-02-18,70.90851403520276,72.82172677457297
2013-02-19,71.65236103031087,72.84519275288444
2013-02-20,72.24856622525202,72.87373316259108
2013-02-21,72.50362360279377,74.10845968453113
2013-02-22,73.34617735493158,74.13436152424816
2013-02-23,72.42572082717967,74.15939625903722
2013-02-24,72.79306329747202,74.18325276042543
2013-02-25,74.06988510381558,74.21451303043789
2013-02-26,74.59741466059069,74.24000334737731
2013-02-27,73.85178147578722,74.26969961299955
2013-02-28,74.98890210682057,74.29560175784285
2013-03-01,75.89281035537856,74.31907922173743
2013-03-02,72.25959252792052,74.3415129222404
2013-03-03,70.58374371632839,74.36646493799745
2013-03-04,73.63435912498743,74.39425964039448
2013-03-05,74.30693139541543,74.4158818238179
2013-03-06,77.99616300103446,74.44003271864749
2013-03-07,77.25927801987844,74.46500677777935
2013-03-08,74.3820419098389,75.74292523328913
2013-03-09,73.46458601784484,75.77010075997984
2013-03-10,74.51796148746642,75.7995857471007
2013-03-11,73.60442709445738,75.82606097933738
2013-03-12,75.86211585042544,75.84789121250616
2013-03-13,76.1134030391573,75.8733205998464
2013-03-14,76.11117200382283,75.90236804030846
2013-03-15,76.49752501745114,75.93033453050217
2013-03-16,73.04654951687868,75.95884421650476
2013-03-17,73.46245328461029,75.99296627428082
2013-03-18,75.64156436338405,76.024055734517
2013-03-19,77.85471881785146,76.05192875101652
2013-03-20,76.59104431978227,76.08659794732345
2013-03-21,78.58934401102586,76.12250339659312
2013-03-22,79.59028324295362,76.16031500495629
