,Preço,Preço Realizado,Preço de NVT,Custos Evitados,Preço de Metcalfe,Preço de Estoque-Fluxo
2013-07-08,73.9885537697253,49.228260922747765,35.98432405093962,41.62612876648313,92.1271790903413,59.11083860271157
2013-07-09,74.8919108708358,49.19913293858748,36.93635073902337,41.45326496280342,92.17404252339428,59.52507334970858
2013-07-10,85.01367913500879,49.503213475463745,37.34089135764016,41.445560953856294,92.2235442191327,59.81766432491269
2013-07-11,87.4975493863238,49.56917914538066,37.670904553368274,41.51522053661242,92.26780621969485,60.20554314150715
2013-07-12,90.0466987142022,49.72655002944485,37.98679342430799,41.56529636078321,92.30705256599977,60.74970853410756
2013-07-13,91.59259789596729,49.891651470942456,38.096267201894605,41.60211038103515,92.34713310875743,61.20655534616824
2013-07-14,89.892269275862,49.90759451402817,38.65841527627259,41.57762580458582,92.39112387632537,61.53233358138729
2013-07-15,93.79615254237291,49.980949349911064,40.110099223064395,41.54721900004227,92.43314745832735,61.94482592235629
2013-07-16,91.7810356516657,49.94903895283202,42.64958683318211,41.50303642492069,92.47524820139532,62.32401901330286
2013-07-17,91.03135125657509,49.910346402188694,44.645331813401754,41.495867572638886,92.52257520580869,62.73590251425341
2013-07-18,84.9617291174752,49.76508752558414,45.08921483326519,41.566179912157054,92.5640663129713,63.12752062702495
2013-07-19,86.2387945996493,49.72044220605115,45.4241510229175,41.6445686612868,92.60821640961085,63.606969864212616
2013-07-20,84.9108591466978,49.68339430459294,46.54687319459627,41.72266829731286,92.65633529112343,64.05155890242678
2013-07-21,85.66435026183521,49.68210441648281,48.4597010451659,41.76958618956767,93.4210877235206,64.51941091155204
2013-07-22,85.6490286382233,49.666164163179275,49.57022123134878,41.840008069367336,93.4644500742476,65.11934418838598
2013-07-23,86.97705669199301,49.68721270925107,50.50126328747329,41.99829999641383,93.50156870389023,65.64244870496944
2013-07-24,88.15173056692,49.72254277972275,51.66850876380214,42.16364791789928,93.54349623987207,66.20168250098058
2013-07-25,90.166092226768,49.77603033947541,52.10060041273981,42.369477212929134,93.58206153035292,66.85492692860957
2013-07-26,89.9839859731151,49.808033315813375,52.297550099056195,42.55438763285826,93.62545669293029,67.2073113546088
2013-07-27,88.165275862069,49.82729327824848,53.00986822015421,42.732768835517064,93.67344272876879,67.54387376058482
2013-07-28,92.7458421975453,49.89444906916826,53.6643211575295,42.89320653513453,93.71806936188473,68.09507787397995
2013-07-29,93.29869725306841,49.898435422080524,54.826919413599164,43.030302672169455,93.76544402371799,68.60933309910398
2013-07-30,96.659552893045,50.00039083065236,57.93091225302645,43.27621444094742,93.81798571834624,69.04515513700768
2013-07-31,98.02441992986559,50.13726788769483,60.37880021878607,43.46844890592392,93.86877037647642,69.3999162187464
2013-08-01,96.5680178258329,50.17856757756467,60.919667135527796,43.69046462966033,93.91617760648444,69.79564845969087
2013-08-02,96.0745306838106,50.343903013778124,61.0675448123349,43.71154654884085,93.96770875660357,70.30173257737843
2013-08-03,95.5067095265926,50.69411502527281,61.57759601505065,43.788417925338535,94.01342786939935,70.88121201786501
2013-08-04,96.3654821741672,50.7403831718838,62.33253217621485,43.55446868562072,94.06166157281149,71.46792160318216
2013-08-05,97.52713383985979,50.8497351164392,62.715627864249186,43.35576008212889,94.86630827616248,71.94639164880223
2013-08-06,97.67120660432491,50.87857515404686,62.92396354318035,43.254577062788115,94.91833970290001,72.50189458078104
2013-08-07,97.0542068965517,50.91684366022648,64.03233991971709,43.241402838270886,94.9693832054554,73.01582547946364
2013-08-08,94.2572717708942,50.92969641525013,66.00133529018025,43.17830570278583,95.02576428222052,73.48914472470665
2013-08-09,92.47277673874929,50.94064064467515,67.54494377229351,43.33782460600382,95.07951547496765,73.97388528367945
2013-08-10,93.293552893045,50.970088452320844,68.20328216191649,43.57761770825199,95.13753296580052,74.48655445286037
2013-08-11,94.271312390415,51.003129748231274,68.61057536265807,43.82488535515044,95.19735080137717,74.90103611195666
2013-08-12,95.44647077732321,51.03731995654982,69.05195847974468,44.01093768949136,95.25731370554202,75.21211147377359
2013-08-13,97.75907508474579,51.315265143790285,69.5963735665548,44.18637487259055,95.30822940916396,75.70384269336279
2013-08-14,99.1212875511397,51.39258316870394,70.27653644061951,44.373133076188964,95.35506379025988,76.45112266614137
2013-08-15,98.1063331385155,51.49438203074751,70.67193235424443,44.55748502507582,95.4025456441297,77.14704810266736
2013-08-16,98.2909602571596,51.5464841648383,71.7830983269865,44.760723020811405,95.44955792396415,77.8496984071279
2013-08-17,99.63050438340152,51.623377180173776,73.126982851099,45.02246939226536,95.50283344483385,78.37661185624701
2013-08-18,99.1780397428405,51.65982692146638,73.48071343588506,45.31996911445137,95.55734785112308,78.95923174558463
2013-08-19,102.784012273524,51.77494117764966,73.60865562147745,45.64480636176657,95.6071888401444,79.47728574157014
2013-08-20,104.500210987726,51.88235785120983,73.80148057819373,45.93566501717118,96.55063577267633,79.88863060318195
2013-08-21,110.80160374050301,52.0611438584162,73.96979159684778,46.22131160045237,96.60683387014696,80.5796069627118
2013-08-22,109.523216832262,52.14785301468019,74.58101936186391,46.53741239260071,96.66890997904223,80.96864935707158
2013-08-23,107.69757159555799,52.25667880441045,75.28368469560576,46.84414520255675,96.72536883182985,81.46552179091368
2013-08-24,108.882675043834,52.31450588378764,75.46860549946524,47.12356183009892,96.77819533701286,82.13214860607444
2013-08-25,113.082563413209,52.4186933004802,75.71885754405298,47.442687188135615,96.82186630262602,82.80199941431319
2013-08-26,112.11811484511999,52.51852104678074,76.00358956506591,47.74111496860189,96.86996104484771,83.32512188307656
